,name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,age
7089,Hyundai Verna 1.6 SX,459999,80000,Diesel,Individual,Manual,2,22.32,1582,126.32,5.0,8
7090,Maruti Ritz VDi ABS,210000,100000,Diesel,Individual,Manual,2,21.1,1248,73.9,5.0,10
7091,Maruti Swift Dzire VXI,540000,93000,Petrol,Individual,Manual,2,20.85,1197,83.14,5.0,6
7092,Maruti Ertiga SHVS VDI,710000,50000,Diesel,Individual,Manual,1,24.52,1248,88.5,7.0,4
7093,Maruti Alto 800 VXI,285000,22000,Petrol,Individual,Manual,1,24.7,796,47.3,5.0,3
7094,Hyundai Creta 1.4 E Plus,990000,19600,Diesel,Individual,Manual,1,22.1,1396,88.7,5.0,2
7095,Tata Indigo CS eGLS BS IV,362000,104000,Petrol,Individual,Manual,1,15.64,1193,64.1,5.0,4
7096,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,880000,33000,Diesel,Individual,Manual,1,23.0,1498,98.96,5.0,4
7097,Mahindra TUV 300 mHAWK100 T8,700000,60000,Diesel,Individual,Manual,1,18.49,1493,100.0,7.0,4
7098,Mahindra Bolero 2011-2019 DI - AC BS III,600000,60000,Diesel,Individual,Manual,1,15.96,2523,63.0,9.0,5
7099,Nissan Terrano XL,700000,40000,Petrol,Individual,Manual,1,13.24,1598,102.5,5.0,6
7100,Tata Tiago 1.05 Revotorq XT,400000,60000,Diesel,Individual,Manual,1,27.28,1047,69.0,5.0,5
7101,Hyundai Accent Executive LPG,165000,80000,LPG,Individual,Manual,1,13.2,1495,93.7,5.0,11
7102,Toyota Innova 2.5 V Diesel 8-seater,350000,376412,Diesel,Individual,Manual,2,12.8,2494,102.0,8.0,14
7103,Maruti Ertiga VXI,425000,80000,Petrol,Individual,Manual,3,16.02,1373,93.7,7.0,7
7104,Hyundai Santro Xing GL Plus,180000,70000,Petrol,Individual,Manual,1,17.92,1086,62.1,5.0,9
7105,Maruti Alto K10 2010-2014 VXI,170000,90000,Petrol,Individual,Manual,3,20.92,998,67.1,5.0,9
7106,Mahindra Bolero 2011-2019 DI NON AC BS III White,370000,183000,Diesel,Individual,Manual,1,15.96,2523,63.0,9.0,7
7107,Maruti Vitara Brezza VDi,800000,27000,Diesel,Individual,Manual,1,24.3,1248,88.5,5.0,3
7108,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,900000,35000,Diesel,Individual,Manual,1,23.0,1498,98.96,5.0,4
7109,Maruti Swift VDI,390000,120000,Diesel,Individual,Manual,1,22.9,1248,74.0,5.0,8
7110,Maruti Swift Dzire VDI,445000,80000,Diesel,Individual,Manual,2,23.4,1248,74.0,5.0,7
7111,Maruti Swift Dzire VDI,459999,70000,Diesel,Individual,Manual,Fourth & Above Owner,23.4,1248,74.0,5.0,7
7112,Maruti Wagon R LXI DUO BS IV,275000,55000,LPG,Individual,Manual,1,14.4,998,61.7,5.0,8
7113,Maruti Ritz VDi,200000,120000,Diesel,Individual,Manual,2,21.1,1248,73.9,5.0,12
7114,Maruti Swift Dzire 1.2 Lxi BSIV,350000,72000,Petrol,Individual,Manual,2,17.5,1197,85.8,5.0,9
7115,Tata New Safari 4X4 EXI BSIII,95000,120000,Diesel,Individual,Manual,2,12.0,2092,127.0,7.0,14
7116,Toyota Etios GD,550000,250000,Diesel,Individual,Manual,1,23.59,1364,67.04,5.0,7
7117,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,900000,100000,Diesel,Individual,Manual,1,13.58,2499,72.4,9.0,5
7118,Tata Sumo Gold GX,350000,120000,Diesel,Individual,Manual,2,15.3,2956,83.83,7.0,8
7120,Hyundai Grand i10 Asta,455999,32000,Petrol,Individual,Manual,1,18.9,1197,82.0,5.0,7
7121,Maruti Alto STD,129000,60000,Petrol,Individual,Manual,1,19.7,796,46.3,5.0,13
7122,Maruti Alto 800 LXI,254000,40000,Petrol,Individual,Manual,1,24.7,796,47.3,5.0,4
7123,Ford Ecosport 1.5 Diesel Trend,570000,48000,Diesel,Individual,Manual,1,21.7,1498,98.96,5.0,7
7124,Nissan Terrano XL D Option,840000,30000,Diesel,Individual,Manual,1,19.87,1461,83.14,5.0,3
7125,Tata New Safari DICOR 2.2 GX 4x2 BS IV,235000,100000,Diesel,Individual,Manual,2,13.93,2179,138.1,7.0,11
7126,Mahindra TUV 300 T6,700000,50000,Diesel,Individual,Manual,1,18.49,1493,100.0,7.0,5
7128,Hyundai Grand i10 1.2 Kappa Sportz Option,528000,5000,Petrol,Individual,Manual,1,18.9,1197,81.86,5.0,3
7129,Jeep Compass 2.0 Limited Option,1500000,12000,Diesel,Individual,Manual,1,17.1,1956,170.0,5.0,4
7130,Mahindra Bolero 2011-2019 DI - AC BS III,560000,72000,Diesel,Individual,Manual,1,15.96,2523,63.0,9.0,5
7131,Mahindra Bolero 2011-2019 DI - AC BS III,600000,70000,Diesel,Individual,Manual,1,15.96,2523,63.0,9.0,5
7132,Chevrolet Aveo U-VA 1.2 LS,102000,50000,Petrol,Individual,Manual,2,15.26,1150,74.9,5.0,14
7133,Mahindra XUV500 W8 AWD,750000,70000,Diesel,Individual,Manual,2,15.1,2179,140.0,7.0,7
7134,Chevrolet Aveo U-VA 1.2,148000,70000,Petrol,Individual,Manual,3,14.7,1150,76.0,5.0,11
7135,Maruti Baleno Alpha 1.2,650000,50000,Petrol,Individual,Manual,1,21.4,1197,83.1,5.0,6
7136,Volkswagen Polo Petrol Trendline 1.2L,310000,40000,Petrol,Individual,Manual,1,16.47,1198,73.9,5.0,9
7137,Hyundai Xcent 1.2 Kappa S,480000,30000,Petrol,Individual,Manual,1,19.1,1197,82.0,5.0,7
7138,Maruti Alto 800 VXI,320000,15000,Petrol,Individual,Manual,1,24.7,796,47.3,5.0,3
7139,Honda City i VTEC VX,750000,40000,Petrol,Individual,Manual,1,17.4,1497,117.3,5.0,6
7140,Nissan Micra Active XL Petrol,370000,40000,Petrol,Individual,Manual,1,19.49,1198,67.04,5.0,4
7141,Maruti Swift ZXI,320000,60000,Petrol,Individual,Manual,Fourth & Above Owner,18.6,1197,85.8,5.0,8
7142,Maruti Swift ZXI,420000,67000,Petrol,Individual,Manual,1,18.6,1197,85.8,5.0,8
7143,Maruti Swift Dzire VXi,240000,60000,Petrol,Individual,Manual,2,17.5,1298,85.8,5.0,11
7144,Datsun RediGO 1.0 S,220000,60000,Petrol,Individual,Manual,1,22.5,999,67.0,5.0,4
7145,Tata Tiago 1.2 Revotron XM,350000,30000,Petrol,Individual,Manual,1,23.84,1199,84.0,5.0,5
7146,Honda Amaze VX i-DTEC,675000,40000,Diesel,Individual,Manual,1,25.8,1498,98.6,5.0,3
7147,Toyota Etios Cross 1.2L G,434999,50000,Petrol,Individual,Manual,2,18.16,1197,78.8,5.0,5
7148,Honda CR-V 2.0L 2WD AT,125000,200000,Petrol,Individual,Automatic,3,13.1,1997,141.1,5.0,15
7149,Mahindra KUV 100 mFALCON G80 K6 AW,400000,14000,Petrol,Individual,Manual,2,18.15,1198,82.0,6.0,5
7150,Chevrolet Tavera Neo 3 9 Str BSIII,425000,70000,Diesel,Individual,Manual,1,13.58,2499,72.4,9.0,6
7151,Maruti Ritz Genus VDi,311000,94000,Diesel,Individual,Manual,2,21.1,1248,75.0,5.0,11
7152,Chevrolet Tavera Neo 3 10 Seats BSIII,509999,197000,Diesel,Individual,Manual,1,13.58,2499,72.4,10.0,6
7153,Ford Figo 1.5D Trend MT,530000,79000,Diesel,Individual,Manual,2,25.83,1498,99.0,5.0,6
7154,Skoda Octavia Rider 1.9 AT TDI,210000,120000,Diesel,Individual,Manual,2,18.7,1896,66.0,5.0,13
7155,Mahindra Marazzo M2 8Str BSIV,977000,30000,Diesel,Individual,Manual,1,17.3,1497,121.0,8.0,2
7156,Maruti Wagon R VXI BS IV,440000,20000,Petrol,Individual,Manual,1,20.51,998,67.04,5.0,3
7157,Maruti Wagon R VXI BS IV,440000,17000,Petrol,Individual,Manual,1,20.51,998,67.04,5.0,3
7158,Hyundai i20 1.2 Spotz,655000,20000,Petrol,Individual,Manual,1,18.6,1197,81.83,5.0,3
7159,Renault KWID RXT Optional,295000,60000,Petrol,Individual,Manual,1,25.17,799,53.3,5.0,5
7161,Hyundai Getz 1.1 GLE,65000,70000,Petrol,Individual,Manual,3,15.0,1086,66.6,5.0,14
7162,Tata Hexa XT,1200000,150000,Diesel,Individual,Manual,1,17.6,2179,153.86,7.0,4
7163,Tata Hexa XM,1251000,35000,Diesel,Individual,Manual,1,17.6,2179,153.86,7.0,4
7164,Tata Indigo CS eLX BS IV,200000,60000,Diesel,Individual,Manual,1,23.03,1396,69.0,5.0,11
7165,Hyundai i20 Active 1.4 SX with AVN,750000,40000,Diesel,Individual,Manual,1,21.19,1396,88.73,5.0,5
7166,Maruti Wagon R LXI CNG,400000,60000,CNG,Individual,Manual,1,26.6,998,58.16,5.0,3
7167,Honda Amaze E i-VTEC,475000,57000,Petrol,Individual,Manual,1,17.8,1198,86.7,5.0,4
7168,Tata Indigo VS,110000,120000,Diesel,Individual,Manual,2,17.8,1405,70.0,5.0,9
7169,Renault KWID 1.0 RXT 02 Anniversary Edition,350000,30000,Petrol,Individual,Manual,1,23.01,999,67.0,5.0,4
7170,Maruti Swift Dzire Tour LDI,450000,175000,Diesel,Individual,Manual,1,23.4,1248,74.0,5.0,5
7171,Tata Indigo LX,150000,90000,Diesel,Individual,Manual,1,17.0,1405,70.0,5.0,11
7172,Tata Indica V2 DLS,80000,110000,Diesel,Individual,Manual,2,17.2,1396,53.5,5.0,12
7173,Hyundai i20 Magna 1.2,430000,35000,Petrol,Individual,Manual,2,18.6,1197,81.83,5.0,6
7174,Toyota Innova Crysta 2.4 ZX MT BSIV,1450000,81000,Diesel,Individual,Manual,1,13.68,2393,147.8,7.0,4
7175,Chevrolet Cruze LTZ,360000,100000,Diesel,Individual,Manual,1,18.3,1991,147.9,5.0,10
7176,Tata Hexa XTA,1445000,60000,Diesel,Individual,Automatic,1,17.6,2179,153.86,7.0,4
7177,Honda City i DTec S,670000,60000,Diesel,Individual,Manual,1,26.0,1498,98.6,5.0,5
7178,Mercedes-Benz GLA Class 200,2000000,70000,Petrol,Individual,Automatic,1,13.7,1991,183.0,5.0,5
7180,Honda Amaze S i-Dtech,440000,50000,Diesel,Individual,Manual,1,25.8,1498,98.6,5.0,6
7181,Hyundai i20 1.4 CRDi Era,254999,90000,Diesel,Individual,Manual,1,23.0,1396,90.0,5.0,9
7182,Datsun GO Plus A Option Petrol,530000,65000,Petrol,Individual,Manual,1,19.02,1198,67.05,7.0,3
7183,Mahindra XUV500 W4 1.99 mHawk,890000,40000,Diesel,Individual,Manual,2,16.0,1997,140.0,7.0,5
7184,Volkswagen Polo Diesel Comfortline 1.2L,280000,80000,Diesel,Individual,Manual,2,22.07,1199,73.9,5.0,8
7185,Maruti Swift Dzire AMT ZXI,725000,35000,Petrol,Individual,Automatic,1,21.21,1197,81.8,5.0,4
7186,Mahindra TUV 300 T8,700000,30000,Diesel,Individual,Manual,1,18.49,1493,100.0,7.0,5
7187,Maruti Zen Estilo LXI BSIII,90000,70000,Petrol,Individual,Manual,1,18.2,998,67.1,5.0,14
7188,Hyundai i10 Magna 1.1L,287000,100000,Petrol,Individual,Manual,2,19.81,1086,68.05,5.0,6
7189,Hyundai Creta 1.6 SX Automatic,1380000,55000,Petrol,Individual,Automatic,1,14.8,1591,121.3,5.0,3
7190,Toyota Innova 2.5 G (Diesel) 7 Seater,750000,80000,Diesel,Individual,Manual,2,12.99,2494,100.6,7.0,8
7191,Hyundai Verna 1.4 VTVT,650000,40000,Petrol,Individual,Manual,1,17.43,1396,105.5,5.0,5
7192,Maruti Wagon R LXI BS IV,240000,108916,Petrol,Individual,Manual,2,20.51,998,67.04,5.0,8
7193,Hyundai EON Magna Optional,290000,40000,Petrol,Individual,Manual,2,21.1,814,55.2,5.0,8
7194,Hyundai EON Era Plus,229999,80000,Petrol,Individual,Manual,1,21.1,814,55.2,5.0,7
7195,Honda City i DTec VX,1000000,50000,Diesel,Individual,Manual,2,26.0,1498,98.6,5.0,5
7196,Hyundai Santro Xing GL Plus,200000,90000,Petrol,Individual,Manual,2,17.92,1086,62.1,5.0,9
7197,Maruti Alto LX,90000,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5.0,17
7198,Hyundai i20 1.4 CRDi Asta,330000,90000,Diesel,Individual,Manual,1,23.0,1396,90.0,5.0,9
7199,Maruti Ritz VDi ABS,200000,70000,Diesel,Individual,Manual,1,21.1,1248,73.9,5.0,12
7200,Mahindra KUV 100 D75 K4 Plus,420000,31000,Diesel,Individual,Manual,1,25.32,1198,77.0,6.0,3
7201,Maruti Swift Dzire VDi,260000,120000,Diesel,Individual,Manual,2,19.3,1248,73.9,5.0,12
7202,Hyundai i20 Sportz 1.2,590000,40000,Petrol,Individual,Manual,1,18.6,1197,81.83,5.0,5
7203,Maruti Swift VDI BSIV,545000,180000,Diesel,Individual,Manual,1,25.2,1248,74.0,5.0,6
7204,Maruti Wagon R LXI BS IV,210000,90000,Petrol,Individual,Manual,2,18.9,998,67.1,5.0,10
7205,Honda City 2017-2020 GXi,185000,110000,Petrol,Individual,Manual,2,17.7,1497,78.0,5.0,13
7206,Maruti Wagon R LXI,125000,59000,Petrol,Individual,Manual,2,18.9,998,67.1,5.0,15
7207,Hyundai EON Magna Plus,280000,60000,Petrol,Individual,Manual,2,21.1,814,55.2,5.0,7
7209,Maruti Wagon R VXI,98000,70000,Petrol,Individual,Manual,2,18.9,998,67.1,5.0,16
7210,Tata Indica Vista Aqua 1.4 TDI,100000,190000,Diesel,Individual,Manual,1,17.0,1405,71.0,5.0,12
7211,Mahindra Verito Vibe 1.5 dCi D4,250000,180000,Diesel,Individual,Manual,1,20.8,1461,64.1,5.0,8
7212,Toyota Fortuner 3.0 Diesel,750000,150000,Diesel,Individual,Manual,2,11.5,2982,171.0,7.0,11
7213,Chevrolet Optra Magnum 2.0 LS,160000,130000,Diesel,Individual,Manual,2,16.52,1991,123.7,5.0,14
7214,Hyundai Verna 1.6 CRDi EX AT,509999,120000,Diesel,Individual,Automatic,2,22.32,1582,126.3,5.0,8
7215,Tata Indica V2 DL,95000,80000,Diesel,Individual,Manual,2,17.88,1396,52.8,5.0,12
7216,Hyundai Verna 1.6 SX CRDi (O),525000,80000,Diesel,Individual,Manual,2,22.32,1582,126.32,5.0,7
7217,Datsun RediGO 1.0 T Option,278000,20000,Petrol,Individual,Manual,1,22.5,999,67.0,5.0,4
7218,Maruti 800 AC,50000,60000,Petrol,Individual,Manual,2,16.1,796,37.0,4.0,24
7219,Volkswagen Polo Diesel Highline 1.2L,254999,120000,Diesel,Individual,Manual,3,22.07,1199,73.9,5.0,10
7222,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,950000,51000,Diesel,Individual,Manual,1,25.1,1248,88.5,5.0,3
7223,Honda City 2017-2020 GXi,229999,60000,Petrol,Individual,Manual,3,17.7,1497,78.0,5.0,14
7224,Toyota Innova 2.5 G4 Diesel 8-seater,600000,220000,Diesel,Individual,Manual,1,12.8,2494,102.0,8.0,12
7225,Maruti Alto 800 VXI Optional,330000,20000,Petrol,Individual,Manual,1,24.7,796,47.3,5.0,4
7226,Maruti Alto K10 VXI,350000,40000,Petrol,Individual,Manual,1,23.95,998,67.05,5.0,4
7227,Volkswagen Polo 1.2 MPI Comfortline,560000,35000,Petrol,Individual,Manual,1,16.2,1199,74.0,5.0,5
7228,Maruti Wagon R VXI BS IV,440000,30000,Petrol,Individual,Manual,1,20.51,998,67.04,5.0,4
7229,Maruti A-Star Vxi,220000,90000,Petrol,Individual,Manual,2,19.0,998,66.1,5.0,10
7230,Maruti Swift Dzire ZDI,750000,110000,Diesel,Individual,Manual,2,28.4,1248,74.02,5.0,4
7231,Mahindra XUV500 W6 2WD,800000,140000,Diesel,Individual,Manual,1,15.1,2179,140.0,7.0,6
7232,Tata Indica V2 DLX,59259,104000,Diesel,Individual,Manual,2,17.2,1396,53.5,5.0,14
7239,Mahindra Thar DI 4X4 PS,750000,16000,Diesel,Individual,Manual,1,18.06,2523,63.0,7.0,6
7240,Maruti Baleno RS 1.0 Petrol,780000,7200,Petrol,Individual,Manual,1,21.1,998,100.5,5.0,2
7241,Volkswagen Polo Diesel Comfortline 1.2L,320000,77000,Diesel,Individual,Manual,2,22.07,1199,73.9,5.0,10
7242,Mahindra KUV 100 D75 K8 Dual Tone,690000,40000,Diesel,Individual,Manual,1,25.32,1198,77.0,6.0,4
7243,Maruti Swift Dzire ZDi,375000,70000,Diesel,Individual,Manual,2,19.3,1248,73.9,5.0,9
7244,Ford Figo 1.2P Sports Edition MT,620000,50000,Petrol,Individual,Manual,1,18.12,1196,86.8,5.0,4
7245,Hyundai Santro Xing GL Plus LPG,300000,85000,LPG,Individual,Manual,1,13.45,1086,62.1,5.0,6
7246,Maruti Eeco 7 Seater Standard BSIV,370000,58000,Petrol,Individual,Manual,2,15.37,1196,73.0,7.0,5
7247,Mahindra Thar 4X4,770000,85000,Diesel,Individual,Manual,1,16.55,2498,105.0,7.0,8
7248,Hyundai Xcent 1.2 Kappa S Option,500000,65000,Petrol,Individual,Manual,1,19.1,1197,81.86,5.0,7
7249,Mahindra KUV 100 mFALCON D75 K2,450000,120000,Diesel,Individual,Manual,1,25.32,1198,77.0,6.0,4
7250,Hyundai Santro Xing GL Plus,195000,50000,Petrol,Individual,Manual,2,17.92,1086,62.1,5.0,8
7251,Maruti Wagon R AMT VXI Option,472000,30000,Petrol,Individual,Automatic,1,20.51,998,67.0,5.0,3
7252,Maruti Alto K10 VXI,250000,58000,Petrol,Individual,Manual,2,23.95,998,67.05,5.0,7
7253,Chevrolet Beat Diesel,165000,70000,Diesel,Individual,Manual,2,25.44,936,57.6,5.0,10
7254,Tata Zest Quadrajet 1.3 XT,525000,110000,Diesel,Individual,Manual,2,20.65,1248,88.7,5.0,3
7255,Maruti Wagon R LXI,145000,65000,Petrol,Individual,Manual,3,18.9,998,67.1,5.0,18
7256,Tata Indica Vista Quadrajet 90 VX,325000,100000,Diesel,Individual,Manual,1,22.3,1248,88.8,5.0,8
7257,Mahindra Bolero Power Plus ZLX,660000,60000,Diesel,Individual,Manual,2,16.5,1493,70.0,7.0,4
7258,Ford Classic 1.4 Duratorq CLXI,310000,90000,Diesel,Individual,Manual,2,19.68,1399,67.0,5.0,7
7259,Mahindra Bolero SLX 4WD BSIII,250000,200000,Diesel,Individual,Manual,1,13.6,2523,63.0,7.0,13
7260,Ford Classic 1.4 Duratorq CLXI,330000,100000,Diesel,Individual,Manual,2,19.68,1399,67.0,5.0,7
7261,Ford Figo Diesel Titanium,250000,80000,Diesel,Individual,Manual,2,20.0,1399,68.0,5.0,9
7262,Mahindra NuvoSport N8 AMT,650000,60000,Diesel,Individual,Automatic,1,17.45,1493,100.0,7.0,4
7263,Maruti Alto K10 VXI,305000,40000,Petrol,Individual,Manual,1,23.95,998,67.05,5.0,5
7264,Maruti Ciaz VDi Plus,600000,50000,Diesel,Individual,Manual,1,26.21,1248,88.5,5.0,6
7265,Maruti Wagon R LXI Optional,280000,110000,Petrol,Individual,Manual,1,20.51,998,67.04,5.0,6
7266,Tata Indigo CR4,153000,50000,Diesel,Individual,Manual,2,23.57,1396,70.0,5.0,10
7267,Mahindra TUV 300 mHAWK100 T8,700000,30000,Diesel,Individual,Manual,1,18.49,1493,100.0,7.0,3
7268,Renault KWID RXL,325000,40000,Petrol,Individual,Manual,1,25.17,799,53.3,5.0,4
7270,Maruti 800 AC,155000,70000,Petrol,Individual,Manual,2,16.1,796,37.0,4.0,15
7271,Maruti Alto K10 2010-2014 VXI,235000,80000,Petrol,Individual,Manual,3,20.92,998,67.1,5.0,9
7273,Maruti Swift VXI Optional,500000,15000,Petrol,Individual,Manual,1,20.4,1197,81.8,5.0,5
7274,Mahindra Bolero DI,120000,150000,Diesel,Individual,Manual,2,13.6,2523,63.0,7.0,17
7276,Skoda Rapid 1.5 TDI AT Style Plus,675000,88000,Diesel,Dealer,Automatic,1,21.66,1498,103.52,5.0,5
7277,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,950000,80000,Diesel,Dealer,Manual,1,12.99,2494,100.6,7.0,7
7278,Mahindra XUV500 W5 BSIV,1051000,59865,Diesel,Dealer,Manual,1,15.1,2179,152.87,7.0,3
7279,Volkswagen Polo 2015-2019 GT 1.5 TDI,591000,60000,Diesel,Dealer,Manual,1,21.49,1498,108.5,5.0,5
7280,Hyundai i20 Asta 1.4 CRDi,585000,72000,Diesel,Dealer,Manual,1,22.54,1396,88.73,5.0,6
7281,Honda City i-VTEC CVT ZX,1025000,68140,Petrol,Dealer,Automatic,1,18.0,1497,117.6,5.0,4
7282,Maruti Swift VDI,450000,53190,Diesel,Dealer,Manual,1,28.4,1248,74.0,5.0,7
7283,Hyundai i20 2015-2017 Sportz 1.4 CRDi,484999,70100,Diesel,Dealer,Manual,1,22.54,1396,88.73,5.0,7
7284,Honda Jazz 1.5 S i DTEC,650000,47725,Diesel,Dealer,Manual,1,27.3,1498,98.6,5.0,3
7285,Maruti Swift Dzire VDI,434999,70195,Diesel,Dealer,Manual,2,28.4,1248,74.02,5.0,7
7286,Ford Figo Diesel EXI,195000,77395,Diesel,Dealer,Manual,2,20.0,1399,68.0,5.0,10
7287,Mahindra Marazzo M2 8Str BSIV,1000000,17000,Diesel,Dealer,Manual,1,17.3,1497,121.0,8.0,2
7288,Hyundai Elantra CRDi SX Option AT,650000,64000,Diesel,Dealer,Automatic,1,14.62,1498,113.42,5.0,8
7289,Chevrolet Beat Diesel LS,190000,74321,Diesel,Dealer,Manual,1,25.44,936,56.3,5.0,7
7290,Maruti Swift Dzire ZDI,409999,80235,Diesel,Dealer,Manual,2,28.4,1248,74.02,5.0,8
7291,Hyundai Creta 1.6 CRDi AT SX Plus,1050000,77150,Diesel,Dealer,Automatic,1,17.01,1582,126.2,5.0,5
7292,Volkswagen Vento 1.5 TDI Highline Plus AT,651000,69000,Diesel,Dealer,Automatic,1,22.15,1498,108.6,5.0,6
7293,Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,650000,57000,Diesel,Dealer,Manual,1,23.65,1248,88.5,5.0,6
7294,Skoda Rapid 1.5 TDI Ambition Plus,750000,89000,Diesel,Dealer,Manual,1,21.14,1498,103.6,5.0,4
7295,Volkswagen Passat Highline DSG S (Spl. Edition),799000,61100,Diesel,Dealer,Automatic,1,14.3,1968,140.0,5.0,9
7296,Skoda Octavia Ambiente 1.9 TDI,355000,116000,Diesel,Individual,Manual,1,18.7,1896,66.0,5.0,11
7297,Hyundai Verna 1.6 CRDi S Option,600000,80000,Diesel,Individual,Manual,1,23.9,1582,126.32,5.0,6
7298,Maruti Swift VDI,685000,26000,Diesel,Individual,Manual,1,28.4,1248,74.0,5.0,3
7299,Maruti Swift LDI,509999,100000,Diesel,Individual,Manual,1,28.4,1248,74.0,5.0,3
7300,Maruti Alto Green LXi (CNG),150000,82300,CNG,Individual,Manual,2,26.83,796,38.4,5.0,9
7301,Maruti Swift Dzire Vdi BSIV,650000,82050,Diesel,Individual,Manual,1,19.3,1248,73.9,5.0,4
7303,Mahindra XUV500 W8 4WD,675000,120000,Diesel,Individual,Manual,2,15.1,2179,140.0,7.0,9
7304,Renault KWID AMT,319000,30000,Petrol,Individual,Automatic,1,24.04,999,67.0,5.0,3
7305,Honda Amaze S Petrol BSIV,640000,6000,Petrol,Individual,Manual,1,19.5,1199,88.76,5.0,2
7306,Hyundai i20 1.2 Asta,650000,30000,Petrol,Individual,Manual,1,18.6,1197,81.83,5.0,4
7307,Maruti Ertiga VDI,650000,70000,Diesel,Individual,Manual,1,20.77,1248,88.76,7.0,6
7308,Maruti Alto Green LXi (CNG),155000,70000,CNG,Individual,Manual,2,26.83,796,38.4,5.0,11
7310,Maruti Swift Ldi BSIII,175000,120000,Diesel,Individual,Manual,1,17.8,1248,75.0,5.0,13
7311,Hyundai Grand i10 CRDi SportZ Edition,375000,76000,Diesel,Individual,Manual,3,24.0,1120,70.0,5.0,7
7312,Hyundai Grand i10 CRDi Asta,430000,80000,Diesel,Individual,Manual,2,24.0,1120,70.0,5.0,7
7313,Tata Indica V2 DLS,65000,110000,Diesel,Individual,Manual,2,17.2,1396,53.5,5.0,13
7314,Hyundai Accent GLS,150000,70000,Petrol,Individual,Manual,3,13.2,1495,94.0,5.0,12
7315,Hyundai i20 Active S Petrol,620000,13000,Petrol,Individual,Manual,1,17.19,1197,81.86,5.0,2
7316,Ford Classic 1.6 Duratec CLXI,250000,60000,Petrol,Individual,Manual,2,14.09,1596,99.6,5.0,8
7317,Maruti Ritz VDi,275000,165000,Diesel,Individual,Manual,1,21.1,1248,73.9,5.0,10
7318,Chevrolet Tavera Neo 3 LS 10 Seats BSIII,454000,120000,Diesel,Individual,Manual,2,13.58,2499,72.4,10.0,8
7319,Mahindra TUV 300 T4,600000,30000,Diesel,Individual,Manual,2,18.49,1493,100.0,7.0,4
7320,Volkswagen Vento Diesel Comfortline,400000,100000,Diesel,Individual,Manual,2,20.54,1598,103.6,5.0,10
7321,Mahindra Renault Logan 1.5 DLE Diesel,180000,187000,Diesel,Individual,Manual,2,19.2,1461,65.0,5.0,14
7322,Maruti Vitara Brezza VDi,750000,70000,Diesel,Individual,Manual,1,24.3,1248,88.5,5.0,5
7323,Maruti Swift VXI Optional,500000,40000,Petrol,Individual,Manual,1,20.4,1197,81.8,5.0,5
7328,Honda Mobilio RS Option i DTEC,1000000,46000,Diesel,Individual,Manual,1,24.5,1498,98.6,7.0,6
7329,Maruti Baleno Alpha 1.3,740000,24400,Diesel,Individual,Manual,1,27.39,1248,74.0,5.0,4
7330,Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,1290000,29899,Diesel,Dealer,Automatic,1,22.15,1498,108.6,5.0,3
7332,Hyundai Grand i10 Nios Sportz,775000,2000,Petrol,Dealer,Manual,1,20.7,1197,81.86,5.0,1
7333,Renault Lodgy 85PS RxL,695000,34000,Diesel,Dealer,Manual,1,21.04,1461,83.8,8.0,4
7334,Hyundai Elite i20 Asta Option CVT BSIV,730000,31000,Petrol,Dealer,Automatic,1,17.4,1197,81.86,5.0,3
7335,Chevrolet Trailblazer LTZ 4X2 AT,1295000,46000,Diesel,Dealer,Automatic,2,11.45,2776,197.2,7.0,5
7336,Isuzu MU 7 AT Premium,1160000,121000,Diesel,Dealer,Automatic,1,12.08,2999,161.0,7.0,5
7337,Mercedes-Benz GLC 220d 4MATIC,3300000,60000,Diesel,Dealer,Automatic,1,0.0,1950,194.0,5.0,4
7339,Maruti Celerio ZXI Optional AMT BSIV,434999,10000,Petrol,Dealer,Automatic,1,23.1,998,67.04,5.0,5
7340,Mercedes-Benz GL-Class 220d 4MATIC Sport,4600000,6000,Diesel,Dealer,Automatic,1,17.9,2143,170.0,5.0,3
7342,Hyundai Creta 1.6 CRDi SX,850000,59235,Diesel,Dealer,Manual,1,19.67,1582,126.2,5.0,6
7343,BMW X4 M Sport X xDrive20d,5800000,21000,Diesel,Dealer,Automatic,1,16.78,1995,190.0,5.0,2
7344,Honda Amaze S i-Dtech,520000,48000,Diesel,Individual,Manual,1,25.8,1498,98.6,5.0,7
7345,Mahindra Xylo D4,650000,114000,Diesel,Individual,Manual,1,14.95,2489,93.7,7.0,3
7346,Maruti Swift Dzire LDi,430000,120000,Diesel,Individual,Manual,2,19.3,1248,73.9,5.0,10
7347,Hyundai i20 Magna Optional 1.4 CRDi,360000,144000,Diesel,Individual,Manual,1,21.9,1396,88.8,5.0,8
7348,Hyundai i20 Magna Optional 1.4 CRDi,350000,144000,Diesel,Individual,Manual,1,21.9,1396,88.8,5.0,8
